"No","タイトル","巻号","章見出し","節見出し","項見出し","開始ページ","参照PDF URL","備考"
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第一節　南北朝の動乱と那珂地方","中先代の乱と常陸","76","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第一節　南北朝の動乱と那珂地方","北畠親房と瓜連の合戦","79","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第一節　南北朝の動乱と那珂地方","瓜連城の戦い","80","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第一節　南北朝の動乱と那珂地方","楠木氏の滅亡","82","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第一節　南北朝の動乱と那珂地方","戸村氏の滅亡","87","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第一節　南北朝の動乱と那珂地方","北畠親房の常陸経営","89","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第一節　南北朝の動乱と那珂地方","観応の擾乱と佐竹氏","90","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第一節　南北朝の動乱と那珂地方","佐竹義篤の讓状","93","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第一節　南北朝の動乱と那珂地方","南北朝の統一と鎌倉府","95","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第二節　佐竹惣領家と山入庶子家の内紛","","99","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第二節　佐竹惣領家と山入庶子家の内紛","山入氏の成長と「佐竹の乱」","99","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第二節　佐竹惣領家と山入庶子家の内紛","上杉禅秀の乱と額田氏滅亡","101","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第二節　佐竹惣領家と山入庶子家の内紛","永享の乱・結城合戦と佐竹氏","104","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第二節　佐竹惣領家と山入庶子家の内紛","義俊・義治の時代","108","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第二節　佐竹惣領家と山入庶子家の内紛","江戸氏の擡頭","110","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第二節　佐竹惣領家と山入庶子家の内紛","江戸氏の水戸城攻略と南郡進出","112","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第三節　佐竹義舜・義篤・義昭・義重の時代","","117","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第三節　佐竹義舜・義篤・義昭・義重の時代","佐竹中興の祖義舜","117","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第三節　佐竹義舜・義篤・義昭・義重の時代","佐竹氏と江戸氏との盟約","119","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第三節　佐竹義舜・義篤・義昭・義重の時代","義舜と古河公方の内紛","123","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第三節　佐竹義舜・義篤・義昭・義重の時代","義篤と部垂の乱","123","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第三節　佐竹義舜・義篤・義昭・義重の時代","北酒出新介・玄蕃太夫菅谷へ","125","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第三節　佐竹義舜・義篤・義昭・義重の時代","天文十九年、戸村での戦闘","126","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第三節　佐竹義舜・義篤・義昭・義重の時代","義昭の南奥進出と宇都宮出兵","128","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第三節　佐竹義舜・義篤・義昭・義重の時代","那須出兵と東氏","130","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第三節　佐竹義舜・義篤・義昭・義重の時代","石神城の合戦","133","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第三節　佐竹義舜・義篤・義昭・義重の時代","義重の合従連衡策","135","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","","139","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","秀吉の関東奥両国惣無事令","139","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","江戸氏と大掾氏の合戦","140","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","天正十八年額田の乱","143","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","会津黒川城の落城","146","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","義宣の小田原参陣","148","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","水戸城攻略と江戸氏の滅亡","151","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","天正十九年額田城攻略","153","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","絶え間ない軍役","155","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","文禄三年の太閤検地","157","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","那珂地方の知行割","159","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第二章　佐竹氏支配の進展と那珂地方","第四節　豊臣政権の成立と佐竹氏","慶長七年、突然の国替え","162","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","","","169","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第一節　城跡","","169","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第一節　城跡","城の成立","171","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第一節　城跡","南酒出城跡","172","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第一節　城跡","北酒出城跡","177","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第一節　城跡","額田城跡","179","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第一節　城跡","戸村城跡","182","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第一節　城跡","江戸城跡","186","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","","189","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","館の成立","189","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","向坪館跡","189","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","東崎館跡","191","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","中坪館跡","191","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","玄番山館跡","192","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","原坪館跡","193","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","平野豊前重資館跡","194","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","藤咲丹後館跡","197","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","竹の内館跡","197","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","軍司筑後守館跡","198","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","飛田氏館跡","199","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","柏村越前守館跡","200","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","宮田掃部助館跡","201","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","加藤安房守館跡","201","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","掛札館跡","202","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","備前山館跡","206","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","内後館跡","206","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","大学原館跡","207","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","西木倉館跡","207","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","田崎館跡","208","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","要害館跡","208","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","門部館跡","209","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","中宿東館跡","209","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","堀之内館跡","209","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","高野館跡","210","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","神生館跡","210","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","堤館跡","210","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","木戸館跡","211","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","東風谷館跡","211","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","稲荷山館跡","212","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","檜山館跡","212","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","大内館跡","212","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第三章　那珂地方の城跡と館跡","第二節　館跡","小堤館跡","212","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","","","215","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","","215","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","那珂地方の神社","215","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","三嶋神社","215","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","鹿島八幡神社","218","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","鹿島神社","218","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","鹿島三島神社","219","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","鷲神社","220","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","駒形神社","220","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","曹洞宗の展開と那珂地方","221","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","鱗勝院","223","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","高泰院（蒼龍寺）","223","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","龍昌院","225","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","佐竹山方の真言宗の展開と那珂地方","230","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","文殊院","231","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","毘盧遮那寺","232","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","浄土宗の発展と那珂地方","233","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","浄土真宗の展開と那珂地方","235","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","山伏弁円と上宮寺","237","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","阿弥陀寺と正覚寺","241","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第一節　中世の神社と寺院","門部リュウガイ遺跡出土の密教法具","241","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第二節　中世の武家文化","","245","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第二節　中世の武家文化","関東地方への茶道の伝播","245","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第二節　中世の武家文化","佐竹義宣と茶道","247","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第二節　中世の武家文化","佐竹氏家臣団と茶道","253","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf","表題の一部はOCR及び画像目視で判読に不確実性あり"
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第二節　中世の武家文化","江戸真純と連歌","258","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第二節　中世の武家文化","佐竹氏と連歌","260","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","中世／第四章　那珂地方の中世文化","第二節　中世の武家文化","佐竹氏と能楽","261","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","","","269","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第一節　佐竹氏の秋田移封と水戸藩の成立","","269","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第一節　佐竹氏の秋田移封と水戸藩の成立","佐竹氏の秋田移封","269","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第一節　佐竹氏の秋田移封と水戸藩の成立","佐竹氏移封後の那珂地方","271","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第一節　佐竹氏の秋田移封と水戸藩の成立","備前検地","272","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第一節　佐竹氏の秋田移封と水戸藩の成立","水戸藩の創始","275","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第二節　寛永の検地","","279","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第二節　寛永の検地","寛永検地の内容","279","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第二節　寛永の検地","寛永検地帳と農民の階層","283","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第二節　寛永の検地","那珂地方の正保の知行割替え","286","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第二節　寛永の検地","頼元と頼隆の知行地等","290","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第三節　用水事業","","296","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第三節　用水事業","岩崎江の建設","296","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第三節　用水事業","中岡村等における岩崎江の管理保全","297","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第三節　用水事業","小場江の建設","301","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第三節　用水事業","下江戸村にみる江筋の保全","303","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第三節　用水事業","溜池の増設","306","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第三節　用水事業","東木倉村における溜池の保全","309","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第四節　新田開発","","313","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第四節　新田開発","水戸藩の開発奨励と開発傾向","313","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第四節　新田開発","那珂地方諸村の開発","315","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf","開始ページはOCR及び画像目視で判読に不確実性あり"
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第四節　新田開発","戸崎飯田村の新田開発","318","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第四節　新田開発","鳥喰（豊喰）村の新田開発","323","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第一章　水戸藩の成立と那珂地方","第四節　新田開発","飯田・鳥喰両新田村の存在","327","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第二章　水戸藩政の展開と那珂地方","","","335","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第二章　水戸藩政の展開と那珂地方","第一節　農村の組織と農民の負担","","335","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
"2","那珂町史","中世・近世編","近世／第二章　水戸藩政の展開と那珂地方","第一節　農村の組織と農民の負担","郡制と農村の支配","335","https://www.city.naka.lg.jp/data/doc/1745047408_doc_902_0.pdf",""
